0	      -0.2   7.10428           38.8   310.308	   15.5073
1	      -0.2   7.30604           38.8   268.346	   13.9565
2	      -0.2    7.5078           38.8   231.615	   12.5839
3	      -0.2   7.70568           38.8   201.078	   11.3228
4	      -0.2   7.90744           38.8   173.883	   10.1173
5	      -0.2   8.10532           38.8   151.212	   9.03028
6	      -0.2   8.30708           38.8   131.078	    7.9845
7	      -0.2   8.50496           38.8   114.137	   7.07984
8	      -0.2   8.70672           38.8    98.919	   6.26793
9	      -0.2   8.90848           38.8   85.9471	   5.54149
10	      -0.2    10.507           38.8   28.4958	   2.17972
11	      -0.2   10.7088           38.8   24.9269	   1.91827
12	      -0.2   10.9106           38.8   21.6784	   1.69828
13	      -0.2   11.3102           38.8   16.6012	   1.35324
14	      -0.2   12.1095           38.8   9.71998	  0.863407
15	      -0.2   13.3123           38.8   4.38598	  0.460143
16	      -0.2   14.9108           38.8   1.51136	  0.338525
17	      -0.1   7.10428           38.8   324.866	   17.8716
18	      -0.1   7.30604           38.8   280.323	   16.1243
19	      -0.1    7.5078           38.8   243.413	   14.4441
20	      -0.1   7.70568           38.8   211.409	   12.9704
21	      -0.1   7.90744           38.8   183.446	   11.6269
22	      -0.1   8.10532           38.8   159.943	   10.4312
23	      -0.1   8.30708           38.8   138.773	    9.3622
24	      -0.1   8.50496           38.8   121.228	   8.39015
25	      -0.1   8.70672           38.8   105.345	   7.50377
26	      -0.1   8.90848           38.8   91.7235	   6.69055
27	      -0.1    10.507           38.8    30.992	      2.56
28	      -0.1   10.7088           38.8   26.9983	   2.26565
29	      -0.1   10.9106           38.8   23.5007	   2.00392
30	      -0.1   11.3102           38.8   17.9366	   1.56795
31	      -0.1   12.1095           38.8   10.4142	  0.980872
32	      -0.1   13.3123           38.8   4.65572	  0.514861
33	      -0.1   14.9108           38.8   1.66096	  0.216862
34	      -0.1   16.9129           38.8   0.46182	  0.178108
35	         0   7.10428           38.8   335.406	   18.8287
36	         0   7.30604           38.8   291.568	   16.7986
37	         0    7.5078           38.8   252.591	   15.0999
38	         0   7.70568           38.8   220.173	   13.6139
39	         0   7.90744           38.8   191.536	   12.2622
40	         0   8.10532           38.8   166.713	   11.0998
41	         0   8.30708           38.8   145.645	   9.94936
42	         0   8.50496           38.8   127.015	   8.97612
43	         0   8.70672           38.8   110.891	   8.06804
44	         0   8.90848           38.8   96.8418	   7.25603
45	         0    10.507           38.8   33.0954	   2.92276
46	         0   10.7088           38.8   28.8265	   2.59582
47	         0   10.9106           38.8   25.1536	   2.30454
48	         0   11.3102           38.8   19.2172	   1.82894
49	         0   12.1095           38.8   11.1629	   1.23417
50	         0   13.3123           38.8   4.98738	  0.597153
51	         0   14.9108           38.8   1.80489	  0.236891
52	         0   16.9129           38.8  0.522895	  0.115359
53	       0.1   7.10428           38.8   344.698	   17.7611
54	       0.1   7.30604           38.8   298.614	   15.9905
55	       0.1    7.5078           38.8   260.099	   14.3376
56	       0.1   7.70568           38.8   226.748	   12.8923
57	       0.1   7.90744           38.8   197.349	   11.6013
58	       0.1   8.10532           38.8   172.673	   10.4537
59	       0.1   8.30708           38.8   150.308	   9.44224
60	       0.1   8.50496           38.8   131.656	   8.53138
61	       0.1   8.70672           38.8   114.832	   7.69034
62	       0.1   8.90848           38.8   100.156	   6.94079
63	       0.1    10.507           38.8   34.5267	   2.93488
64	       0.1   10.7088           38.8   30.1407	   2.62963
65	       0.1   10.9106           38.8   26.3594	   2.35055
66	       0.1   11.3102           38.8   20.2079	   1.87135
67	       0.1   12.1095           38.8   11.9193	   1.17594
68	       0.1   13.3123           38.8    5.4332	  0.571709
69	       0.1   14.9108           38.8   1.94106	  0.204385
70	       0.1   16.9129           38.8  0.526967	  0.078419
71	       0.2   7.10428           38.8   348.556	    15.518
72	       0.2   7.30604           38.8   303.393	   13.9654
73	       0.2    7.5078           38.8   263.672	   12.6156
74	       0.2   7.70568           38.8   230.252	   11.4329
75	       0.2   7.90744           38.8   200.529	   10.3042
76	       0.2   8.10532           38.8   175.275	    9.3415
77	       0.2   8.30708           38.8   152.909	   8.40821
78	       0.2   8.50496           38.8   133.864	   7.60081
79	       0.2   8.70672           38.8   116.645	   6.87378
80	       0.2   8.90848           38.8   101.969	   6.20093
81	       0.2    10.507           38.8   35.2347	   2.74421
82	       0.2   10.7088           38.8   30.9786	   2.45281
83	       0.2   10.9106           38.8   27.1063	   2.20308
84	       0.2   11.3102           38.8   20.9502	   1.78912
85	       0.2   12.1095           38.8   12.5272	   1.15442
86	       0.2   13.3123           38.8    5.7508	  0.549648
87	       0.2   14.9108           38.8   2.00224	  0.221719
88	       0.2   16.9129           38.8  0.473679	 0.0936385
89	       0.3   7.10428           38.8   349.101	   13.6775
90	       0.3   7.30604           38.8   302.877	   12.1936
91	       0.3    7.5078           38.8   263.213	   10.9373
92	       0.3   7.70568           38.8   229.694	   9.90758
93	       0.3   7.90744           38.8     199.6	   9.01155
94	       0.3   8.10532           38.8   174.602	    8.2253
95	       0.3   8.30708           38.8   152.178	   7.52801
96	       0.3   8.50496           38.8   132.868	   6.90577
97	       0.3   8.70672           38.8   116.222	   6.30723
98	       0.3   8.90848           38.8    101.22	   5.78172
99	       0.3    10.507           38.8   35.3471	   2.45721
100	       0.3   10.7088           38.8   31.0447	   2.22102
101	       0.3   10.9106           38.8   27.1574	   2.01469
102	       0.3   11.3102           38.8   21.0718	   1.64697
103	       0.3   12.1095           38.8   12.5271	   1.08302
104	       0.3   13.3123           38.8   5.68159	  0.563822
105	       0.3   14.9108           38.8   1.83409	  0.238293
106	       0.3   16.9129           38.8  0.421246	 0.0960021
107	       0.4   8.30708           38.8   148.106	   6.82435
108	       0.4   8.50496           38.8   129.206	   6.16655
109	       0.4   8.70672           38.8   112.651	   5.50341
110	       0.4   8.90848           38.8   98.4069	   4.92039
111	       0.4    10.507           38.8   34.1412	   2.19629
112	       0.4   10.7088           38.8   29.8648	   1.98179
113	       0.4   10.9106           38.8   26.1169	   1.78919
114	       0.4   11.3102           38.8   19.9659	   1.46448
115	       0.4   12.1095           38.8   11.6797	  0.963272
